texto;toxico;num_admir;num_may;num_may_esc;series_token;emojis;num_emoji;num_insultos;dir_23ps;score_emoji_tox;enfasis
cabrera mira lo que puedes comprar para la linda casa rural;0;0;0;0.0;['cabrera', 'mira', 'lo', 'que', 'puedes', 'comprar', 'para', 'la', 'linda', 'casa', 'rural'];;0;0;1;0.0;0.0
Ayer casi se me cae la lagrimita porque mi madre me contó que organizando la comida con mi familia que vamos a ir a una casa rural, el menú era básicamente carne y ella estaba todo el rato a lo y una tortilla de patatas, o salmorejo, llevamos queso para tapear e.t.c.;0;0;0;0.0;['Ayer', 'casi', 'se', 'me', 'cae', 'la', 'lagrimita', 'porque', 'mi', 'madre', 'me', 'contó', 'que', 'organizando', 'la', 'comida', 'con', 'mi', 'familia', 'que', 'vamos', 'a', 'ir', 'a', 'una', 'casa', 'rural', ',', 'el', 'menú', 'era', 'básicamente', 'carne', 'y', 'ella', 'estaba', 'todo', 'el', 'rato', 'a', 'lo', 'y', 'una', 'tortilla', 'de', 'patatas', ',', 'o', 'salmorejo', ',', 'llevamos', 'queso', 'para', 'tapear', 'e.t.c', '.'];;0;0;1;0.0;0.0
Ayer se llevó a cabo la entrega de pilones y acompañamiento de siembra en el municipio de Villa Nueva, Guatemala. Como parte del programa de extensionismo rural del Ministerio de Agricultura. En esta actividad participaron hombres y en su mayoría mujeres amas de casa. ;0;0;0;0.0;['Ayer', 'se', 'llevó', 'a', 'cabo', 'la', 'entrega', 'de', 'pilones', 'y', 'acompañamiento', 'de', 'siembra', 'en', 'el', 'municipio', 'de', 'Villa', 'Nueva', ',', 'Guatemala', '.', 'Como', 'parte', 'del', 'programa', 'de', 'extensionismo', 'rural', 'del', 'Ministerio', 'de', 'Agricultura', '.', 'En', 'esta', 'actividad', 'participaron', 'hombres', 'y', 'en', 'su', 'mayoría', 'mujeres', 'amas', 'de', 'casa', '.'];;0;0;1;0.0;0.0
si hija....casa rural…;0;0;0;0.0;['si', 'hija', '...', '.casa', 'rural…'];;0;0;0;0.0;0.0
Casa Rural en Sariñena, Los Monegros, en Huesca. Hasta 12 plazas.  ;0;0;0;0.0;['Casa', 'Rural', 'en', 'Sariñena', ',', 'Los', 'Monegros', ',', 'en', 'Huesca', '.', 'Hasta', '12', 'plazas', '.'];;0;0;1;0.0;0.0
quiero ir a ver toy story pero entre casa rural esto y lo otro no tengo dinero :(;0;0;0;0.0;['quiero', 'ir', 'a', 'ver', 'toy', 'story', 'pero', 'entre', 'casa', 'rural', 'esto', 'y', 'lo', 'otro', 'no', 'tengo', 'dinero', ':', '('];;0;0;1;0.0;0.0
Yo soy la única persona y me gusta esta casa o la casa Rural que se ha quedado en la f de los récords;0;0;0;0.0;['Yo', 'soy', 'la', 'única', 'persona', 'y', 'me', 'gusta', 'esta', 'casa', 'o', 'la', 'casa', 'Rural', 'que', 'se', 'ha', 'quedado', 'en', 'la', 'f', 'de', 'los', 'récords'];;0;0;1;0.0;0.0
Solicitada licencia de obra para Casa Rural en calle Castellanos. valdepeñas obras comercio;0;0;0;0.0;['Solicitada', 'licencia', 'de', 'obra', 'para', 'Casa', 'Rural', 'en', 'calle', 'Castellanos', '.', 'valdepeñas', 'obras', 'comercio'];;0;0;0;0.0;0.0
Estoy de casa rural sin apenas internet y no puedo ver el concierto en Pinterest :(;0;0;0;0.0;['Estoy', 'de', 'casa', 'rural', 'sin', 'apenas', 'internet', 'y', 'no', 'puedo', 'ver', 'el', 'concierto', 'en', 'Pinterest', ':', '('];;0;0;1;0.0;0.0
q el lunes me voy a una casa rural;0;0;0;0.0;['q', 'el', 'lunes', 'me', 'voy', 'a', 'una', 'casa', 'rural'];;0;0;1;0.0;0.0
100 obras de arte que debes ver en vivo antes de morir ;0;0;0;0.0;['100', 'obras', 'de', 'arte', 'que', 'debes', 'ver', 'en', 'vivo', 'antes', 'de', 'morir'];;0;0;1;0.0;0.0
¡NUEVO VÍDEO! ¡Exposiciones de manga en Londres! ¡Y un poquito de arte urbano! ;0;3;2;0.15384615384615385;['¡NUEVO', 'VÍDEO', '!', '¡Exposiciones', 'de', 'manga', 'en', 'Londres', '!', '¡Y', 'un', 'poquito', 'de', 'arte', 'urbano', '!'];;0;0;1;0.0;3.1538461538461537
Sobre arte y política ;0;0;0;0.0;['Sobre', 'arte', 'y', 'política'];;0;0;0;0.0;0.0
tiene una mezcla de belleza con arte;0;0;0;0.0;['tiene', 'una', 'mezcla', 'de', 'belleza', 'con', 'arte'];;0;0;0;0.0;0.0
Para los que exigen pruebas de la utilidad social del arte ;0;0;0;0.0;['Para', 'los', 'que', 'exigen', 'pruebas', 'de', 'la', 'utilidad', 'social', 'del', 'arte'];;0;0;0;0.0;0.0
Admiro el arte de ser mujer a tiempo completo...Ricardo Cosme. ;0;0;0;0.0;['Admiro', 'el', 'arte', 'de', 'ser', 'mujer', 'a', 'tiempo', 'completo', '...', 'Ricardo', 'Cosme', '.'];;0;0;0;0.0;0.0
Una obra de arte ;0;0;0;0.0;['Una', 'obra', 'de', 'arte'];;0;0;0;0.0;0.0
no aprecian el arte;0;0;0;0.0;['no', 'aprecian', 'el', 'arte'];;0;0;0;0.0;0.0
Es un arte lo que hace;0;0;0;0.0;['Es', 'un', 'arte', 'lo', 'que', 'hace'];;0;0;0;0.0;0.0
Felicito al que hizo este arte;0;0;0;0.0;['Felicito', 'al', 'que', 'hizo', 'este', 'arte'];;0;0;1;0.0;0.0
Museo Nacional de Arte Romano, Merida Arquitecto Rafael Moneo, 1986 arquitectura architecture arte art escultura sculpture architecturephotography merida españa spain2019 en Mérida, Spain ;0;0;0;0.0;['Museo', 'Nacional', 'de', 'Arte', 'Romano', ',', 'Merida', 'Arquitecto', 'Rafael', 'Moneo', ',', '1986', 'arquitectura', 'architecture', 'arte', 'art', 'escultura', 'sculpture', 'architecturephotography', 'merida', 'españa', 'spain2019', 'en', 'Mérida', ',', 'Spain'];;0;0;1;0.0;0.0
Sserenita y un relato de vida. EL ARTE  ;0;0;2;0.25;['Sserenita', 'y', 'un', 'relato', 'de', 'vida', '.', 'EL', 'ARTE'];;0;0;0;0.0;0.25
Cómo me gusta el arte con spray que no mancha las paredes ajenas!;0;1;0;0.0;['Cómo', 'me', 'gusta', 'el', 'arte', 'con', 'spray', 'que', 'no', 'mancha', 'las', 'paredes', 'ajenas', '!'];;0;0;1;0.0;1.0
no tengas miedo de engancharte de nuestro amor hagamos arte;0;0;0;0.0;['no', 'tengas', 'miedo', 'de', 'engancharte', 'de', 'nuestro', 'amor', 'hagamos', 'arte'];;0;0;1;0.0;0.0
Bién por el Presidente,eso es Política El arte de lograr determinado finanalicen. ;0;0;0;0.0;['Bién', 'por', 'el', 'Presidente', ',', 'eso', 'es', 'Política', 'El', 'arte', 'de', 'lograr', 'determinado', 'finanalicen', '.'];;0;0;1;0.0;0.0
Dos hermanos equilibristas cruzan Times Square por un cable a 25 pisos de altura ;0;0;0;0.0;['Dos', 'hermanos', 'equilibristas', 'cruzan', 'Times', 'Square', 'por', 'un', 'cable', 'a', '25', 'pisos', 'de', 'altura'];;0;0;1;0.0;0.0
Los hermanos equilibristas Nik y Lijana Wallenda cruzan la neoyorquina plaza de Times Square caminando por un cable situado a unos 25 pisos de altura  ;0;0;0;0.0;['Los', 'hermanos', 'equilibristas', 'Nik', 'y', 'Lijana', 'Wallenda', 'cruzan', 'la', 'neoyorquina', 'plaza', 'de', 'Times', 'Square', 'caminando', 'por', 'un', 'cable', 'situado', 'a', 'unos', '25', 'pisos', 'de', 'altura'];;0;0;1;0.0;0.0
Entra desde la computadora, y conectala a internet por cable, asi te dejara entrar.;0;0;0;0.0;['Entra', 'desde', 'la', 'computadora', ',', 'y', 'conectala', 'a', 'internet', 'por', 'cable', ',', 'asi', 'te', 'dejara', 'entrar', '.'];;0;0;1;0.0;0.0
Las chicas del Cable Es más que una serie.;0;0;0;0.0;['Las', 'chicas', 'del', 'Cable', 'Es', 'más', 'que', 'una', 'serie', '.'];;0;0;0;0.0;0.0
¿Radio por cable? ¿De verdad?;0;0;0;0.0;['¿Radio', 'por', 'cable', '?', '¿De', 'verdad', '?'];;0;0;0;0.0;0.0
Es mi cable a tierra no hay dudas;0;0;0;0.0;['Es', 'mi', 'cable', 'a', 'tierra', 'no', 'hay', 'dudas'];;0;0;0;0.0;0.0
Te refieres a este cable? Si es así el clip 2 tiene ;0;0;0;0.0;['Te', 'refieres', 'a', 'este', 'cable', '?', 'Si', 'es', 'así', 'el', 'clip', '2', 'tiene'];;0;0;1;0.0;0.0
Necesitamos, 1.- espacio en Tv x cable o Tv abierta que hablen así de fútbol, 2.- un periodista que no de tantas vueltas con palabras rebuscadas haciéndose el súper letrado, claro conciso y preciso. 3.- que suban en redes todo un editorial para poder revisarlo. 👏🏻 ;0;0;0;0.0;['Necesitamos', ',', '1.-', 'espacio', 'en', 'Tv', 'x', 'cable', 'o', 'Tv', 'abierta', 'que', 'hablen', 'así', 'de', 'fútbol', ',', '2.-', 'un', 'periodista', 'que', 'no', 'de', 'tantas', 'vueltas', 'con', 'palabras', 'rebuscadas', 'haciéndose', 'el', 'súper', 'letrado', ',', 'claro', 'conciso', 'y', 'preciso', '.', '3.-', 'que', 'suban', 'en', 'redes', 'todo', 'un', 'editorial', 'para', 'poder', 'revisarlo', '.', '👏🏻'];👏;1;0;1;0.004;0.0
Belleza de Museo allí vi la obra de Goya;0;0;0;0.0;['Belleza', 'de', 'Museo', 'allí', 'vi', 'la', 'obra', 'de', 'Goya'];;0;0;0;0.0;0.0
Y quiero ir a un museo.;0;0;0;0.0;['Y', 'quiero', 'ir', 'a', 'un', 'museo', '.'];;0;0;0;0.0;0.0
El aula mañana se convertirá en un Museo;0;0;0;0.0;['El', 'aula', 'mañana', 'se', 'convertirá', 'en', 'un', 'Museo'];;0;0;0;0.0;0.0
Plantas criadas en botellas de plástico en Museo Nacional de Antropologia (Madrid) ;0;0;0;0.0;['Plantas', 'criadas', 'en', 'botellas', 'de', 'plástico', 'en', 'Museo', 'Nacional', 'de', 'Antropologia', '(', 'Madrid', ')'];;0;0;0;0.0;0.0
Y los gestos del amor, ese dulce museo, esa galería de figuras de humo.;0;0;0;0.0;['Y', 'los', 'gestos', 'del', 'amor', ',', 'ese', 'dulce', 'museo', ',', 'esa', 'galería', 'de', 'figuras', 'de', 'humo', '.'];;0;0;1;0.0;0.0
Quien me lleva al museo?;0;0;0;0.0;['Quien', 'me', 'lleva', 'al', 'museo', '?'];;0;0;0;0.0;0.0
zamora: Una empresa madrileña reparará el Museo Provincial de Bellas Artes  vía;0;0;0;0.0;['zamora', ':', 'Una', 'empresa', 'madrileña', 'reparará', 'el', 'Museo', 'Provincial', 'de', 'Bellas', 'Artes', 'vía'];;0;0;1;0.0;0.0
Me lo imaginé ... ese museo es fabuloso , ya fueron al nuevo ?;0;0;0;0.0;['Me', 'lo', 'imaginé', '...', 'ese', 'museo', 'es', 'fabuloso', ',', 'ya', 'fueron', 'al', 'nuevo', '?'];;0;0;1;0.0;0.0
Este tweet merece estar en un museo.;0;0;0;0.0;['Este', 'tweet', 'merece', 'estar', 'en', 'un', 'museo', '.'];;0;0;1;0.0;0.0
justificas al museo de exponer lo que no es suyo?;0;0;0;0.0;['justificas', 'al', 'museo', 'de', 'exponer', 'lo', 'que', 'no', 'es', 'suyo', '?'];;0;0;1;0.0;0.0
Pinacoteca de las más importantes del mundo...;0;0;0;0.0;['Pinacoteca', 'de', 'las', 'más', 'importantes', 'del', 'mundo', '...'];;0;0;1;0.0;0.0
La Casa de Alba abre al público el Palacio de Liria, la mejor pinacoteca privada de España ;0;0;0;0.0;['La', 'Casa', 'de', 'Alba', 'abre', 'al', 'público', 'el', 'Palacio', 'de', 'Liria', ',', 'la', 'mejor', 'pinacoteca', 'privada', 'de', 'España'];;0;0;0;0.0;0.0
El pasado lunes comenzamos las exposiciones de nuestra Pinacoteca Mitológica a cargo de las alumnas de humanidades de primero de bachillerato pinacoteca comunica oralidad ;0;0;0;0.0;['El', 'pasado', 'lunes', 'comenzamos', 'las', 'exposiciones', 'de', 'nuestra', 'Pinacoteca', 'Mitológica', 'a', 'cargo', 'de', 'las', 'alumnas', 'de', 'humanidades', 'de', 'primero', 'de', 'bachillerato', 'pinacoteca', 'comunica', 'oralidad'];;0;0;1;0.0;0.0
Quiero tu foto para mi pinacoteca;0;0;0;0.0;['Quiero', 'tu', 'foto', 'para', 'mi', 'pinacoteca'];;0;0;0;0.0;0.0
El Museo del Prado cede una obra de Rubens al Museo de León dentro del programa ?De gira por España? que conmemora el bicentenario de la pinacoteca nacional  Castilla y León;0;0;0;0.0;['El', 'Museo', 'del', 'Prado', 'cede', 'una', 'obra', 'de', 'Rubens', 'al', 'Museo', 'de', 'León', 'dentro', 'del', 'programa', '?', 'De', 'gira', 'por', 'España', '?', 'que', 'conmemora', 'el', 'bicentenario', 'de', 'la', 'pinacoteca', 'nacional', 'Castilla', 'y', 'León'];;0;0;0;0.0;0.0
¿Sin regalo para el día del padre? Regálale una visita cultural a la Pinacoteca Universitaria Los Autonomistas y a la Galería Universitaria Fernando Cano. Hoy cerramos a las 16 h, entrada libre. ;0;0;0;0.0;['¿Sin', 'regalo', 'para', 'el', 'día', 'del', 'padre', '?', 'Regálale', 'una', 'visita', 'cultural', 'a', 'la', 'Pinacoteca', 'Universitaria', 'Los', 'Autonomistas', 'y', 'a', 'la', 'Galería', 'Universitaria', 'Fernando', 'Cano', '.', 'Hoy', 'cerramos', 'a', 'las', '16', 'h', ',', 'entrada', 'libre', '.'];;0;0;0;0.0;0.0
El cierre temporal del MoMA tiene como finalidad dar paso a una amplia renovación de la popular pinacoteca con la que se crearán nuevas galerías y espacios destinados a espectáculos. ;0;0;1;0.03333333333333333;['El', 'cierre', 'temporal', 'del', 'MoMA', 'tiene', 'como', 'finalidad', 'dar', 'paso', 'a', 'una', 'amplia', 'renovación', 'de', 'la', 'popular', 'pinacoteca', 'con', 'la', 'que', 'se', 'crearán', 'nuevas', 'galerías', 'y', 'espacios', 'destinados', 'a', 'espectáculos', '.'];;0;0;1;0.0;0.03333333333333333
Relájate tomándote un café en nuestro patio rodeado de antigüedades y obras de arte. Puedes ver la pinacoteca completa en nuestra web en la pestaña galería. ;0;0;0;0.0;['Relájate', 'tomándote', 'un', 'café', 'en', 'nuestro', 'patio', 'rodeado', 'de', 'antigüedades', 'y', 'obras', 'de', 'arte', '.', 'Puedes', 'ver', 'la', 'pinacoteca', 'completa', 'en', 'nuestra', 'web', 'en', 'la', 'pestaña', 'galería', '.'];;0;0;1;0.0;0.0
que asco de cabron;1;0;0;0.0;['que', 'asco', 'de', 'cabron'];;0;1;0;0.0;0.0
Felipe. Cállate, cabrón. ¿Con qué cara te atreves a hablar sobre construcción de refinerías?;1;0;0;0.0;['Felipe', '.', 'Cállate', ',', 'cabrón', '.', '¿Con', 'qué', 'cara', 'te', 'atreves', 'a', 'hablar', 'sobre', 'construcción', 'de', 'refinerías', '?'];;0;0;1;0.0;0.0
Tú eres tan cabrón que los estás jodiendo Que pongan el aire más alto así nos infectamos Estos hijos de puta se tienen que ir a su país Que esto es España joder Dentro de poco esto va a estar lleno de ratas y nos vamos a infectar todos Me están tocando los huevos;1;0;0;0.0;['Tú', 'eres', 'tan', 'cabrón', 'que', 'los', 'estás', 'jodiendo', 'Que', 'pongan', 'el', 'aire', 'más', 'alto', 'así', 'nos', 'infectamos', 'Estos', 'hijos', 'de', 'puta', 'se', 'tienen', 'que', 'ir', 'a', 'su', 'país', 'Que', 'esto', 'es', 'España', 'joder', 'Dentro', 'de', 'poco', 'esto', 'va', 'a', 'estar', 'lleno', 'de', 'ratas', 'y', 'nos', 'vamos', 'a', 'infectar', 'todos', 'Me', 'están', 'tocando', 'los', 'huevos'];;0;2;1;0.0;0.0
Jajajajaja Qué cabrón;0;0;0;0.0;['Jajajajaja', 'Qué', 'cabrón'];;0;1;0;0.0;0.0
Ja ja , cabrón 😅;0;0;0;0.0;['Ja', 'ja', ',', 'cabrón', '😅'];😅;1;1;0;0.012;0.0
HIJO DE PUTA, COMO TE ATREVES A PONER ESE EMOJI ;1;0;9;0.9;['HIJO', 'DE', 'PUTA', ',', 'COMO', 'TE', 'ATREVES', 'A', 'PONER', 'ESE', 'EMOJI'];;0;0;0;0.0;0.9
Cínico hijo de la gran puta.;1;0;0;0.0;['Cínico', 'hijo', 'de', 'la', 'gran', 'puta', '.'];;0;0;0;0.0;0.0
Mis padres estaban buscando casa y llamo el vendedor de la casa. Yo cogí el teléfono y empecé a insultarte (gilipollas, hijo de puta) sin motivo aparente, era pequeño.Y después mi madre como buena madre gallega me obligó a ir a verlo y disculparme, me quería morir de la vergüenza;1;0;0;0.0;['Mis', 'padres', 'estaban', 'buscando', 'casa', 'y', 'llamo', 'el', 'vendedor', 'de', 'la', 'casa', '.', 'Yo', 'cogí', 'el', 'teléfono', 'y', 'empecé', 'a', 'insultarte', '(', 'gilipollas', ',', 'hijo', 'de', 'puta', ')', 'sin', 'motivo', 'aparente', ',', 'era', 'pequeño.Y', 'después', 'mi', 'madre', 'como', 'buena', 'madre', 'gallega', 'me', 'obligó', 'a', 'ir', 'a', 'verlo', 'y', 'disculparme', ',', 'me', 'quería', 'morir', 'de', 'la', 'vergüenza'];;0;0;1;0.0;0.0
Yo creo que hay gente que busca que yo sea un hijo de puta. Tengo pruebas eh, porque siempre, juro que siempre que me porto bien me terminan haciendo x cosa para que me ponga en hijo de mil puta. Creo que el problema está en cuando quiero ser buena persona;1;0;0;0.0;['Yo', 'creo', 'que', 'hay', 'gente', 'que', 'busca', 'que', 'yo', 'sea', 'un', 'hijo', 'de', 'puta', '.', 'Tengo', 'pruebas', 'eh', ',', 'porque', 'siempre', ',', 'juro', 'que', 'siempre', 'que', 'me', 'porto', 'bien', 'me', 'terminan', 'haciendo', 'x', 'cosa', 'para', 'que', 'me', 'ponga', 'en', 'hijo', 'de', 'mil', 'puta', '.', 'Creo', 'que', 'el', 'problema', 'está', 'en', 'cuando', 'quiero', 'ser', 'buena', 'persona'];;0;0;1;0.0;0.0
Me parece muy de hijo de puta que me diga que esté con la novia y me pida vernos, UN HIJO DE PUTA.;1;0;4;0.17391304347826086;['Me', 'parece', 'muy', 'de', 'hijo', 'de', 'puta', 'que', 'me', 'diga', 'que', 'esté', 'con', 'la', 'novia', 'y', 'me', 'pida', 'vernos', ',', 'UN', 'HIJO', 'DE', 'PUTA', '.'];;0;1;1;0.0;0.17391304347826086
Hijo de puta ;1;0;0;0.0;['Hijo', 'de', 'puta'];;0;1;0;0.0;0.0
Nos estás amenazando, mierdaseca?;1;0;0;0.0;['Nos', 'estás', 'amenazando', ',', 'mierdaseca', '?'];;0;0;1;0.0;0.0
Los NIÑATOS que reniegan de Ramos, son los mismos que idolatran al mierdaseca de Mourinho, que echaron al mejor portero del mundo, Casillas. Aficionados se hacen llamar....;1;0;1;0.037037037037037035;['Los', 'NIÑATOS', 'que', 'reniegan', 'de', 'Ramos', ',', 'son', 'los', 'mismos', 'que', 'idolatran', 'al', 'mierdaseca', 'de', 'Mourinho', ',', 'que', 'echaron', 'al', 'mejor', 'portero', 'del', 'mundo', ',', 'Casillas', '.', 'Aficionados', 'se', 'hacen', 'llamar', '...', '.'];;0;1;1;0.0;0.037037037037037035
Que Valls será un mierdaseca, que nadie lo discute, pero que está ofreciendo sus votos GRATIS CHABALADA. No he visto todavía a la derecha catalana hacer lo mismo.;1;0;2;0.07142857142857142;['Que', 'Valls', 'será', 'un', 'mierdaseca', ',', 'que', 'nadie', 'lo', 'discute', ',', 'pero', 'que', 'está', 'ofreciendo', 'sus', 'votos', 'GRATIS', 'CHABALADA', '.', 'No', 'he', 'visto', 'todavía', 'a', 'la', 'derecha', 'catalana', 'hacer', 'lo', 'mismo', '.'];;0;0;1;0.0;0.07142857142857142
Salía del aeropuerto con mis compañeros y un puto guiri de mierda ha dicho low cost airline, low cost... Y luego algo que no he oído bien y se han reído pero estoy segura de que se refería a que nosotros éramos baratos y de verdad,ojalá se tire por un balcón el muy mierdaseca;1;0;0;0.0;['Salía', 'del', 'aeropuerto', 'con', 'mis', 'compañeros', 'y', 'un', 'puto', 'guiri', 'de', 'mierda', 'ha', 'dicho', 'low', 'cost', 'airline', ',', 'low', 'cost', '...', 'Y', 'luego', 'algo', 'que', 'no', 'he', 'oído', 'bien', 'y', 'se', 'han', 'reído', 'pero', 'estoy', 'segura', 'de', 'que', 'se', 'refería', 'a', 'que', 'nosotros', 'éramos', 'baratos', 'y', 'de', 'verdad', ',', 'ojalá', 'se', 'tire', 'por', 'un', 'balcón', 'el', 'muy', 'mierdaseca'];;0;2;1;0.0;0.0
Que te pires mierdaseca!;1;1;0;0.0;['Que', 'te', 'pires', 'mierdaseca', '!'];;0;0;1;0.0;1.0
Monedero, te ha devorado el personaje. Eres un mierdaseca.;1;0;0;0.0;['Monedero', ',', 'te', 'ha', 'devorado', 'el', 'personaje', '.', 'Eres', 'un', 'mierdaseca', '.'];;0;0;1;0.0;0.0
no se puede ser más bocachancla... ;1;0;0;0.0;['no', 'se', 'puede', 'ser', 'más', 'bocachancla', '...'];;0;0;0;0.0;0.0
Yo flipo, con lo bocachancla q puede ser la gente...;1;0;0;0.0;['Yo', 'flipo', ',', 'con', 'lo', 'bocachancla', 'q', 'puede', 'ser', 'la', 'gente', '...'];;0;1;0;0.0;0.0
Ningún bocachancla sin captura. ;1;0;0;0.0;['Ningún', 'bocachancla', 'sin', 'captura', '.'];;0;1;0;0.0;0.0
Pero si no ganasteis vuestro psrtido bocachancla;1;0;0;0.0;['Pero', 'si', 'no', 'ganasteis', 'vuestro', 'psrtido', 'bocachancla'];;0;1;1;0.0;0.0
El bocachancla tiene implantada en la personalidad la prepotencia por defecto...;1;0;0;0.0;['El', 'bocachancla', 'tiene', 'implantada', 'en', 'la', 'personalidad', 'la', 'prepotencia', 'por', 'defecto', '...'];;0;1;1;0.0;0.0
Populismo? populismo eres tú, bocachancla;1;0;0;0.0;['Populismo', '?', 'populismo', 'eres', 'tú', ',', 'bocachancla'];;0;1;1;0.0;0.0
Callate bocachancla, no hace falta que digas tonterias que tos sabemos ;1;0;0;0.0;['Callate', 'bocachancla', ',', 'no', 'hace', 'falta', 'que', 'digas', 'tonterias', 'que', 'tos', 'sabemos'];;0;0;0;0.0;0.0
Qué diferencia con el Borbón abrazafarolas, eh!?;1;1;0;0.0;['Qué', 'diferencia', 'con', 'el', 'Borbón', 'abrazafarolas', ',', 'eh', '!', '?'];;0;0;0;0.0;1.0
Pero si Will es el genio, abrazafarolas;1;0;0;0.0;['Pero', 'si', 'Will', 'es', 'el', 'genio', ',', 'abrazafarolas'];;0;1;1;0.0;0.0
Eres un abrazafarolas.;1;0;0;0.0;['Eres', 'un', 'abrazafarolas', '.'];;0;0;1;0.0;0.0
El impoluto, según el porcino abrazafarolas de 🤣🐷🤣🐷🤣🐷🤣🐷🤣🐷🤣🐷🤣;1;0;0;0.0;['El', 'impoluto', ',', 'según', 'el', 'porcino', 'abrazafarolas', 'de', '🤣🐷🤣🐷🤣🐷🤣🐷🤣🐷🤣🐷🤣'];🤣 🐷 🤣 🐷 🤣 🐷 🤣 🐷 🤣 🐷 🤣 🐷 🤣;13;1;0;0.17776923076923073;0.0
No te me pongas asi abrazafarolas;1;0;0;0.0;['No', 'te', 'me', 'pongas', 'asi', 'abrazafarolas'];;0;1;0;0.0;0.0
Madre mía la cantidad de abrazafarolas que se tragan tus bulos.;1;0;0;0.0;['Madre', 'mía', 'la', 'cantidad', 'de', 'abrazafarolas', 'que', 'se', 'tragan', 'tus', 'bulos', '.'];;0;1;0;0.0;0.0
Gilipollas, subnormal, melón, retrasado, imbecil, tonto, malparido, payaso, chupacables, retrasado, hijo de puta, cabronazo, mierdaseca, capullo, y porque no se me ocurren mas que si no estaba así todo el dia pedazo mamón. ;1;0;0;0.0;['Gilipollas', ',', 'subnormal', ',', 'melón', ',', 'retrasado', ',', 'imbecil', ',', 'tonto', ',', 'malparido', ',', 'payaso', ',', 'chupacables', ',', 'retrasado', ',', 'hijo', 'de', 'puta', ',', 'cabronazo', ',', 'mierdaseca', ',', 'capullo', ',', 'y', 'porque', 'no', 'se', 'me', 'ocurren', 'mas', 'que', 'si', 'no', 'estaba', 'así', 'todo', 'el', 'dia', 'pedazo', 'mamón', '.'];;0;0;1;0.0;0.0
O porque eres un cuerpoescombro, que puede ser hasta peor.;1;0;0;0.0;['O', 'porque', 'eres', 'un', 'cuerpoescombro', ',', 'que', 'puede', 'ser', 'hasta', 'peor', '.'];;0;0;1;0.0;0.0
Soy yo o el rey se está volviendo un cuerpoescombro? Bienvenido al club Su Atleza. ;1;0;0;0.0;['Soy', 'yo', 'o', 'el', 'rey', 'se', 'está', 'volviendo', 'un', 'cuerpoescombro', '?', 'Bienvenido', 'al', 'club', 'Su', 'Atleza', '.'];;0;0;1;0.0;0.0
Qué dice el cuerpoescombro este? ;1;0;0;0.0;['Qué', 'dice', 'el', 'cuerpoescombro', 'este', '?'];;0;1;1;0.0;0.0
Panorámica a ojos del cuerpoescombro.... ;1;0;0;0.0;['Panorámica', 'a', 'ojos', 'del', 'cuerpoescombro', '...', '.'];;0;0;1;0.0;0.0
virgen jajaja tanto tiempo llevas aguantando al cuerpoescombro este?;1;0;0;0.0;['virgen', 'jajaja', 'tanto', 'tiempo', 'llevas', 'aguantando', 'al', 'cuerpoescombro', 'este', '?'];;0;1;1;0.0;0.0
normativo de que si es un cuerpoescombro;1;0;0;0.0;['normativo', 'de', 'que', 'si', 'es', 'un', 'cuerpoescombro'];;0;1;1;0.0;0.0
Lameculos profesional!! ;1;2;0;0.0;['Lameculos', 'profesional', '!', '!'];;0;1;1;0.0;2.0
Perdona? Que hablas de gente mayor, este es un sinverguenza macarra y lameculos;1;0;0;0.0;['Perdona', '?', 'Que', 'hablas', 'de', 'gente', 'mayor', ',', 'este', 'es', 'un', 'sinverguenza', 'macarra', 'y', 'lameculos'];;0;1;1;0.0;0.0
Rotundamente SI... lameculos;1;0;1;0.3333333333333333;['Rotundamente', 'SI', '...', 'lameculos'];;0;1;0;0.0;0.3333333333333333
Susana Griso es una lameculos;1;0;0;0.0;['Susana', 'Griso', 'es', 'una', 'lameculos'];;0;1;1;0.0;0.0
Los traidores-ras en este país brillan por su presencia, así como los chivatos y falsos lameculos. Lo llevan escrito en su puta cara!;1;1;0;0.0;['Los', 'traidores-ras', 'en', 'este', 'país', 'brillan', 'por', 'su', 'presencia', ',', 'así', 'como', 'los', 'chivatos', 'y', 'falsos', 'lameculos', '.', 'Lo', 'llevan', 'escrito', 'en', 'su', 'puta', 'cara', '!'];;0;1;1;0.0;1.0
España es el país con los obreros más sumisos y lameculos de toda Europa. Cuanto tenemos que aprender de los franceses, que por algo tienen unos sueldos bastante más dignos que nosotros...;1;0;0;0.0;['España', 'es', 'el', 'país', 'con', 'los', 'obreros', 'más', 'sumisos', 'y', 'lameculos', 'de', 'toda', 'Europa', '.', 'Cuanto', 'tenemos', 'que', 'aprender', 'de', 'los', 'franceses', ',', 'que', 'por', 'algo', 'tienen', 'unos', 'sueldos', 'bastante', 'más', 'dignos', 'que', 'nosotros', '...'];;0;1;1;0.0;0.0
Le pides demasiado a Ramoncete morroestufa😂;0;0;0;0.0;['Le', 'pides', 'demasiado', 'a', 'Ramoncete', 'morroestufa😂'];😂;1;0;1;0.0;0.0
Maricon pagafantas,tu y todos los líderes políticos deberíais amanecer ahorcados;1;0;0;0.0;['Maricon', 'pagafantas', ',', 'tu', 'y', 'todos', 'los', 'líderes', 'políticos', 'deberíais', 'amanecer', 'ahorcados'];;0;1;1;0.0;0.0
